director_name,movie_title,movie_imdb_link,title_year,imdb_score
Stephan Elliott,Eye of the Beholder,https://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,1999,4.9
Kathryn Bigelow,The Hurt Locker,https://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,2008,7.6
Mark L. Lester,Firestarter,https://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,1984,6
Andrew Dominik,Killing Them Softly,https://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,2012,6.2
Anton Corbijn,A Most Wanted Man,https://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,2014,6.8
Tom Green,Freddy Got Fingered,https://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,2001,4.5
Mike Nawrocki,The Pirates Who Don't Do Anything: A VeggieTales Movie,https://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,2008,5.7
Catherine Owens,U2 3D,https://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,2007,8.4
Douglas Aarniokoski,Highlander: Endgame,https://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,2000,4.6
Bryan Barber,Idlewild,https://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,2006,6.2
Lone Scherfig,One Day,https://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,2011,7
Drew Barrymore,Whip It,https://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,2009,6.9
Brian Koppelman,Knockaround Guys,https://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,2001,6.1
James Foley,Confidence,https://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,2003,6.7
Albert Brooks,The Muse,https://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,1999,5.6
Irwin Winkler,De-Lovely,https://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,2004,6.6
Woody Allen,New York Stories,https://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,1989,6.4
Steve Gomer,Barney's Great Adventure,https://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,1998,2.8
RZA,The Man with the Iron Fists,https://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,2012,5.4
Dean Parisot,Home Fries,https://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,1998,5
Mark Piznarski,Here on Earth,https://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,2000,5.1
Terry Gilliam,Brazil,https://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,1985,8
Sean McNamara,Raise Your Voice,https://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,2004,5.9
,The Dead Zone,https://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,,7.5
Joel Coen,The Big Lebowski,https://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1998,8.2
Craig Brewer,Black Snake Moan,https://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,2006,7
Ron Shelton,Dark Blue,https://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,2002,6.6
Michael Winterbottom,A Mighty Heart,https://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,2007,6.7
David Raynr,Whatever It Takes,https://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,2000,5.5
Mort Nathan,Boat Trip,https://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,2002,4.9
Oliver Parker,The Importance of Being Earnest,https://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,2002,6.9
Dan Curtis,The Love Letter,https://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,1998,7.4
Wil Shriner,Hoot,https://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,2006,5.6
Martin McDonagh,In Bruges,https://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,2008,8
Tina Gordon Chism,Peeples,https://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,2013,5.3
Peter Cattaneo,The Rocker,https://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,2008,6.2
Vicky Jenson,Post Grad,https://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,2009,5.3
Gus Van Sant,Promised Land,https://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,2012,6.6
Woody Allen,Whatever Works,https://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,2009,7.2
Mary Lambert,The In Crowd,https://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,2000,4.6
Tommy Lee Jones,Three Burials,https://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,2005,7.5
Peter Kassovitz,Jakob the Liar,https://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,1999,6.5
Shane Black,Kiss Kiss Bang Bang,https://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,2005,7.6
Rodman Flender,Idle Hands,https://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,1999,6.2
David Lynch,Mulholland Drive,https://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,2001,8
Katja von Garnier,Blood and Chocolate,https://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,2007,5.5
Woody Allen,You Will Meet a Tall Dark Stranger,https://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,2010,6.3
Mark Romanek,Never Let Me Go,https://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,2010,7.2
,The Company,https://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,,7.9
Brad Anderson,Transsiberian,https://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,2008,6.7
Michael Chapman,The Clan of the Cave Bear,https://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,1986,5.3
Antonio Banderas,Crazy in Alabama,https://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,1999,6.3
Michael Haneke,Funny Games,https://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,2007,6.5
Khalil Sullins,Listening,https://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,2014,5.6
Atom Egoyan,Felicia's Journey,https://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,1999,7
Fritz Lang,Metropolis,https://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,1927,8.3
Pierre Morel,District B13,https://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,2004,7.2
Gary Fleder,Things to Do in Denver When You're Dead,https://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,1995,6.8
Hsiao-Hsien Hou,The Assassin,https://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,2015,6.4
Gregor Jordan,Buffalo Soldiers,https://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,2001,6.9
Andrey Zvyagintsev,The Return,https://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,2003,8
Tony Jaa,Ong-bak 2,https://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,2008,6.2
Neil Marshall,Centurion,https://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,2010,6.4
Russell Mulcahy,Silent Trigger,https://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,1996,5.6
Ryûhei Kitamura,The Midnight Meat Train,https://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,2008,6.1
Darrell Roodt,Winnie Mandela,https://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,2011,6
Dito Montiel,The Son of No One,https://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,2011,5.1
Stefan Ruzowitzky,All the Queen's Men,https://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,2001,4.5
Jake Paltrow,The Good Night,https://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,2007,5.9
Juraj Jakubisko,Bathory: Countess of Blood,https://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,2008,6
Anthony Silverston,Khumba,https://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,2013,5.8
Gabe Ibáñez,Automata,https://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,2014,6.1
Gerry Lively,Dungeons & Dragons: Wrath of the Dragon God,https://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,2005,4.9
Daniele Luchetti,Chiamatemi Francesco - Il Papa della gente,https://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,2015,5.7
Tung-Shing Yee,Shinjuku Incident,https://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,2009,7.1
Julien Temple,Pandaemonium,https://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,2000,6.6
Harold Ramis,Groundhog Day,https://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,1993,8.1
Gregory Jacobs,Magic Mike XXL,https://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,2015,5.7
Baz Luhrmann,Romeo + Juliet,https://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,1996,6.8
Gilles Paquet-Brenner,Sarah's Key,https://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,2010,7.5
Peter Cousens,Freedom,https://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,2014,6.2
Clint Eastwood,Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,1992,8.3
Lars von Trier,Manderlay,https://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,2005,7.4
Danny Boyle,Slumdog Millionaire,https://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,2008,8
Adrian Lyne,Fatal Attraction,https://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,1987,6.9
Garry Marshall,Pretty Woman,https://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,1990,6.9
John Blanchard,Towering Inferno,https://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,9.5
John Cornell,Crocodile Dundee II,https://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,1988,5.5
Vidhu Vinod Chopra,Broken Horses,https://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,2015,5.7
Oliver Stone,Born on the Fourth of July,https://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,1989,7.2
Jon Turteltaub,Cool Runnings,https://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,1993,6.9
Patrick Lussier,My Bloody Valentine,https://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,2009,5.5
Ole Bornedal,The Possession,https://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,2012,5.9
Ted Kotcheff,First Blood,https://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,1982,7.7
Sylvain White,Stomp the Yard,https://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,2007,5.2
Lewis Gilbert,The Spy Who Loved Me,https://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,1977,7.1
,Ghost Hunters,https://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,,6.6
Jamie Blanks,Urban Legend,https://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,1998,5.5
Stephen Frears,Dangerous Liaisons,https://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,1988,7.7
Tyler Perry,Good Deeds,https://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,2012,5.4
Randal Kleiser,White Fang,https://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,1991,6.7
Bruce McCulloch,Superstar,https://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,1999,5
Phyllida Lloyd,The Iron Lady,https://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,2011,6.4
Mike Nawrocki,Jonah: A VeggieTales Movie,https://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,2002,6.6
John Singleton,Poetic Justice,https://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,1993,5.9
Kevin Bray,All About the Benjamins,https://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,2002,5.7
Wes Craven,Vampire in Brooklyn,https://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,1995,4.5
John Boorman,Exorcist II: The Heretic,https://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,1977,3.7
Courtney Solomon,An American Haunting,https://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,2005,5
David Zucker,My Boss's Daughter,https://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,2003,4.6
David Twohy,A Perfect Getaway,https://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,2009,6.5
Rick Famuyiwa,Our Family Wedding,https://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,2010,4.9
Alan Cohn,Dead Man on Campus,https://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,1998,6
Franco Zeffirelli,Tea with Mussolini,https://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,1999,6.9
Tom Holland,Thinner,https://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,1996,5.7
Martin Scorsese,"New York, New York",https://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,1977,6.7
Spike Lee,Crooklyn,https://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,1994,6.9
Chris Rock,I Think I Love My Wife,https://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,2007,5.5
James Isaac,Jason X,https://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,2001,4.4
Shawn Levy,Big Fat Liar,https://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,2002,5.4
Emilio Estevez,Bobby,https://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,2006,7
Mark Waters,Head Over Heels,https://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,2001,5.4
Josh Schwartz,Fun Size,https://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,2012,5.4
Julian Schnabel,The Diving Bell and the Butterfly,https://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,2007,8
Todd Field,Little Children,https://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,2006,7.6
Davis Guggenheim,Gossip,https://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,2000,5.9
Tony Goldwyn,A Walk on the Moon,https://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,1999,6.6
Phillip Noyce,Catch a Fire,https://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,2006,6.7
Stephen Carpenter,Soul Survivors,https://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,2001,3.9
James Ivory,Jefferson in Paris,https://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,1995,5.7
Stephan Elliott,Easy Virtue,https://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,2008,6.7
James Fargo,Caravans,https://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,1978,6.5
Mike Leigh,Mr. Turner,https://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,2014,6.8
Alain Resnais,Wild Grass,https://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,2009,6.3
Costa-Gavras,Amen.,https://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,2002,7.3
Chao-Bin Su,Reign of Assassins,https://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,2010,6.9
Neil Burger,The Lucky Ones,https://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,2008,7
Kenneth Lonergan,Margaret,https://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,2011,6.5
Bo Zenga,Stan Helsing,https://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,2009,3.6
Rob Reiner,Flipped,https://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,2010,7.7
Ang Lee,Brokeback Mountain,https://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2005,7.7
Jonathan Liebesman,Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,2014,5.9
Amy Heckerling,Clueless,https://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,1995,6.8
Todd Haynes,Far from Heaven,https://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,2002,7.4
Steve Pink,Hot Tub Time Machine 2,https://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,2015,5.1
,Dekalog,https://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,,9.1
Philip Kaufman,Quills,https://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,2000,7.4
Martin McDonagh,Seven Psychopaths,https://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,2012,7.2
Kasi Lemmons,The Caveman's Valentine,https://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,2001,6
,The Border,https://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,,7.4
Oliver Hirschbiegel,Downfall,https://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,2004,8.3
Alejandro Amenábar,The Sea Inside,https://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,2004,8.1
Jonathan Glazer,Under the Skin,https://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,2013,6.3
Barry Levinson,"Good Morning, Vietnam",https://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,1987,7.3
Hyung-rae Shim,The Last Godfather,https://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,2010,3.6
Jon M. Chu,Justin Bieber: Never Say Never,https://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,2011,1.6
Darren Aronofsky,Black Swan,https://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,2010,8
José Padilha,RoboCop,https://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,2014,6.2
Francis Ford Coppola,The Godfather: Part II,https://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,1974,9
Thomas Carter,Save the Last Dance,https://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,2001,6.1
Renny Harlin,A Nightmare on Elm Street 4: The Dream Master,https://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,1988,5.7
Patricia Riggen,Miracles from Heaven,https://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,2016,6.8
Danny Leiner,"Dude, Where's My Car?",https://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,2000,5.5
Christopher Cain,Young Guns,https://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,1988,6.8
Theodore Melfi,St. Vincent,https://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,2014,7.3
Steve Pink,About Last Night,https://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,2014,6.1
Gil Junger,10 Things I Hate About You,https://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,1999,7.2
Ed Decter,The New Guy,https://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,2002,5.9
Gene Quintano,Loaded Weapon 1,https://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,1993,6.1
Jaume Collet-Serra,The Shallows,https://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,2016,6.8
Eric Bress,The Butterfly Effect,https://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,2004,7.7
Chris Koch,Snow Day,https://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,2000,4.9
Preston A. Whitmore II,This Christmas,https://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,2007,6.1
Bob Clark,Baby Geniuses,https://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,1999,2.5
Kirk Wong,The Big Hit,https://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,1998,6.1
Bronwen Hughes,Harriet the Spy,https://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,1996,5.9
John Lafia,Child's Play 2,https://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,1990,5.7
Sam Miller,No Good Deed,https://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,2014,5.6
Frank Darabont,The Mist,https://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,2007,7.2
Alex Garland,Ex Machina,https://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,2015,7.7
Spike Jonze,Being John Malkovich,https://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,1999,7.8
Mark Brown,Two Can Play That Game,https://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,2001,6.1
Dave Green,Earth to Echo,https://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,2014,5.8
John Stockwell,Crazy/Beautiful,https://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,2001,6.5
Clint Eastwood,Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,2006,7.9
Michael Polish,The Astronaut Farmer,https://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,2006,6.3
Daisy von Scherler Mayer,Woo,https://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,1998,3.8
Lenny Abrahamson,Room,https://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,2015,8.3
Bob Saget,Dirty Work,https://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,1998,6.4
John Waters,Serial Mom,https://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,1994,6.7
Andrew Fleming,Dick,https://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,1999,6.1
Niels Arden Oplev,Del 1 - Män som hatar kvinnor,https://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,8.1
Craig Bolotin,Light It Up,https://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,1999,6
Mark Christopher,54,https://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,1998,5.8
Blair Hayes,Bubble Boy,https://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,2001,5.6
Jez Butterworth,Birthday Girl,https://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,2001,6.1
Jon Lucas,21 & Over,https://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,2013,5.9
Olivier Assayas,"Paris, je t'aime",https://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,2006,7.3
Rod Lurie,Resurrecting the Champ,https://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,2007,6.8
Paul Weitz,Admission,https://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,2013,5.7
Patrice Leconte,The Widow of Saint-Pierre,https://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,2000,7.3
Atom Egoyan,Chloe,https://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,2009,6.3
Paul Mazursky,Faithful,https://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,1996,5.9
Jim Sheridan,Brothers,https://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,2009,7.1
Sidney Lumet,Find Me Guilty,https://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,2006,7.1
Stephen Chbosky,The Perks of Being a Wallflower,https://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,2012,8
Jon Hess,Excessive Force,https://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,1993,5.1
Douglas McGrath,Infamous,https://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,2006,7.1
Michael Winterbottom,The Claim,https://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,2000,6.5
Mark Neveldine,The Vatican Tapes,https://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,2015,4.5
Joe Cornish,Attack the Block,https://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,2011,6.6
Angelina Jolie Pitt,In the Land of Blood and Honey,https://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,2011,4.3
Brad Anderson,The Call,https://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,2013,6.7
John H. Lee,Operation Chromite,https://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,2016,6.8
John Stainton,The Crocodile Hunter: Collision Course,https://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,2002,5.4
Glenn Ficarra,I Love You Phillip Morris,https://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,2009,6.6
Jean-Jacques Annaud,Quest for Fire,https://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,1981,7.4
Denzel Washington,Antwone Fisher,https://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,2002,7.3
Michael Hoffman,The Emperor's Club,https://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,2002,6.9
Tony Scott,True Romance,https://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,1993,8
Benedek Fliegauf,Womb,https://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,2010,6.4
James Foley,Glengarry Glen Ross,https://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,1992,7.8
Michael Winterbottom,The Killer Inside Me,https://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,2010,6.1
Paul Schrader,Cat People,https://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,1982,6.1
Stewart Hendler,Sorority Row,https://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,2009,5.1
John Cromwell,The Prisoner of Zenda,https://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,1937,7.8
Craig Gillespie,Lars and the Real Girl,https://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,2007,7.4
Mark Herman,The Boy in the Striped Pajamas,https://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,2008,7.8
Lars von Trier,Dancer in the Dark,https://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,2000,8
Gillian Armstrong,Oscar and Lucinda,https://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,1997,6.7
Abel Ferrara,The Funeral,https://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,1996,6.6
Brian Koppelman,Solitary Man,https://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,2009,6.4
Ethan Maniquis,Machete,https://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,2010,6.7
George Hickenlooper,Casino Jack,https://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,2010,6.2
Don Bluth,The Land Before Time,https://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,1988,7.3
Je-kyu Kang,Tae Guk Gi: The Brotherhood of War,https://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,2004,8.1
William Dear,The Perfect Game,https://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,2009,7
William Friedkin,The Exorcist,https://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,1973,8
Steven Spielberg,Jaws,https://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,1975,8
Paul Weitz,American Pie,https://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,1999,7
Stéphane Aubier,Ernest & Celestine,https://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,2012,7.9
Michael Ritchie,The Golden Child,https://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,1986,5.9
